 ,dni,dhi,wind_speed,ghi,air_temperature,dew_point,relative_humidity,surface_pressure
2022,0,0,2.5,0,24.2,23.3,94.81,959
2022,0,0,2.4,0,23.9,23.2,95.96,959
2022,0,0,2.4,0,23.7,23.1,96.58,959
2022,0,0,2.4,0,23.5,23,97.22,959
2022,0,0,2.4,0,23.4,23,97.45,960
2022,0,0,2.6,0,23.8,23,95.43,960
2022,77,93,3.5,107,25.4,23.1,87.18,961
2022,136,195,4,252,27.2,23,77.97,962
2022,592,168,4,541,28.9,22.9,70.09,962
2022,530,258,3.9,682,30.1,22.7,64.73,962
2022,690,198,3.9,832,30.9,22.6,61.39,961
2022,377,379,4,748,31.3,22.5,59.71,961
2022,482,350,4.1,819,31.4,22.4,58.91,960
2022,892,130,4.1,936,31.2,22.3,59.06,959
2022,857,119,3.9,784,30.7,22.1,60.2,958
2022,786,105,3.6,575,30,22,62.3,958
2022,649,83,2.8,331,28.7,22.2,67.92,959
2022,338,45,2.1,93,27,22.2,74.85,959
2022,0,0,2,0,26,22.1,79.19,959
2022,0,0,1.7,0,25.3,22.2,82.85,959
2022,0,0,1.5,0,24.7,22.2,85.98,960
2022,0,0,1.4,0,24.3,22.2,88.09,960
2022,0,0,1.5,0,23.9,22.2,90.3,960
2022,0,0,1.6,0,23.6,22.2,91.99,960
2022,0,0,1.7,0,23.3,22.2,93.67,960
2022,0,0,1.8,0,23,22.2,95.36,960
2022,0,0,1.8,0,22.7,22.2,97.05,960
2022,0,0,1.7,0,22.5,22.2,98.01,960
2022,0,0,1.7,0,22.3,22.1,98.87,960
2022,0,0,2.1,0,22.8,22.1,96.07,960
2022,215,87,2.9,126,24.6,22.2,86.6,961
2022,428,153,3.2,333,26.7,22,75.25,962
2022,296,319,3.3,506,28.4,21.6,66.77,962
2022,188,444,3.4,595,29.8,21.5,61,962
2022,894,136,3.5,957,30.9,21.4,57.08,961
2022,885,114,3.6,978,31.5,21.4,55.04,960
2022,908,137,3.7,1019,31.8,21.4,54.01,960
2022,888,134,3.8,935,31.7,21.3,54.29,959
2022,844,126,3.8,779,31.3,21.3,55.51,958
2022,766,112,3.5,569,30.5,21.3,58,958
2022,622,89,2.8,325,29.2,21.6,63.5,959
2022,306,46,1.8,89,27.1,21.7,72.17,959
2022,0,0,1.7,0,26.2,21.6,75.96,960
2022,0,0,1.6,0,25.5,21.7,79.63,960
2022,0,0,1.5,0,25,21.8,82.52,961
2022,0,0,1.4,0,24.4,21.9,85.76,961
2022,0,0,1.3,0,23.9,21.9,88.6,961
2022,0,0,1.1,0,23.4,21.9,91.56,961
2022,0,0,1,0,23,22,94.02,960
2022,0,0,0.9,0,22.7,22,95.99,960
2022,0,0,0.9,0,22.5,22.1,97.44,960
2022,0,0,1,0,22.3,22.1,99.04,960
2022,0,0,1,0,22.2,22.2,100,961
2022,0,0,1.6,0,23,22.5,97.26,961
2022,7,68,2.5,70,24.9,23.1,89.74,962
2022,178,200,3.2,274,26.9,23.2,80.28,963
2022,377,249,3.4,486,28.6,22.9,71.43,963
2022,604,234,3.5,716,29.8,22.7,65.64,962
2022,499,320,3.6,778,30.6,22.5,62.01,961
2022,302,421,3.8,716,31,22.3,59.79,960
2022,228,435,3.9,657,31.2,22,58.26,959
2022,259,414,3.9,647,30.9,21.8,58.47,959
2022,193,358,3.8,507,30.5,21.6,59.04,958
2022,40,233,3.6,256,29.7,21.4,61.21,958
2022,112,186,2.8,229,28.4,21.6,66.5,958
2022,13,62,1.8,64,26.7,21.8,74.53,958
2022,0,0,1.5,0,25.8,21.9,78.88,959
2022,0,0,1.3,0,25.2,22,82.37,959
2022,0,0,1.1,0,24.7,22.1,85.39,960
2022,0,0,1,0,24.2,22.1,88.26,960
2022,0,0,1,0,23.8,22.2,90.58,960
2022,0,0,0.9,0,23.4,22.2,92.93,960
2022,0,0,0.9,0,23,22.2,95.04,959
2022,0,0,0.8,0,22.7,22.1,96.64,959
2022,0,0,0.9,0,22.4,22.1,98.35,959
2022,0,0,1,0,22.2,22.1,99.65,959
2022,0,0,1.1,0,22.1,22.1,100,959
2022,0,0,2,0,22.9,22.3,96.67,960
2022,335,62,3,122,24.8,22.6,87.76,961
2022,611,107,3.6,362,26.9,22.6,77.35,961
2022,743,133,3.8,600,28.6,22.5,69.65,961
2022,815,149,3.9,800,29.8,22.5,64.96,961
2022,0,243,4,243,30.8,22.5,61.36,960
2022,891,149,4,1018,31.4,22.4,59.08,959
2022,892,147,3.9,1011,31.6,22.4,58.11,958
2022,90,458,3.8,539,31.6,22.3,57.75,957
2022,838,128,3.6,774,31.2,22.2,58.7,956
2022,760,114,3.2,563,30.6,22.1,60.47,956
2022,618,89,2.5,320,29.3,22.4,66.26,957
2022,303,44,1.3,85,27.4,22.6,75.03,957
2022,0,0,1.2,0,26.5,22.5,78.86,958
2022,0,0,1.1,0,25.9,22.6,81.91,959
2022,0,0,1.1,0,25.4,22.6,84.75,960
2022,0,0,1.1,0,25,22.7,87.08,960
2022,0,0,1,0,24.5,22.8,90.05,960
2022,0,0,1,0,24.2,22.8,91.93,959
2022,0,0,1.1,0,23.9,22.9,93.9,959
2022,0,0,1.2,0,23.7,22.9,95.02,958
2022,0,0,1.2,0,23.4,22.8,96.62,958
2022,0,0,1.2,0,23.2,22.8,97.44,958
2022,0,0,1.2,0,22.9,22.7,98.72,959
2022,0,0,1.8,0,23.6,22.7,94.71,959
2022,409,52,2.8,126,25.7,22.5,82.63,960
2022,688,85,3.2,371,27.8,22.1,71.38,960
2022,814,102,3.2,612,29.4,22.1,64.81,960
2022,881,112,3.2,814,30.7,22.2,60.61,959
2022,908,123,3.1,954,31.6,22.4,58.2,958
2022,922,127,3.2,1025,32.1,22.6,57.13,957
2022,921,127,3.2,1017,32.3,22.6,56.67,956
2022,894,129,3.2,931,32.1,22.6,57.21,955
2022,853,120,3.1,776,31.8,22.5,58.04,954
2022,775,108,2.9,564,31,22.5,60.76,954
2022,631,86,2.2,320,29.7,22.9,66.97,955
2022,307,44,1.3,84,27.8,23.1,75.52,955
2022,0,0,1.3,0,27,23,78.95,956
2022,0,0,1.4,0,26.5,23.1,81.53,957
2022,0,0,1.5,0,26,23.1,84.19,957
2022,0,0,1.4,0,25.4,23.2,87.74,958
2022,0,0,1.2,0,24.8,23.3,91.38,958
2022,0,0,1,0,24.3,23.3,94.15,957
2022,0,0,1,0,23.9,23.3,96.32,957
2022,0,0,0.9,0,23.5,23.2,98.43,956
2022,0,0,0.9,0,23.2,23.2,99.77,956
2022,0,0,0.8,0,23,23,100,956
2022,0,0,1.1,0,22.9,22.9,100,956
2022,0,0,2,0,23.6,23,96.63,957
2022,458,47,3.1,129,25.5,23,85.82,958
2022,722,76,3.9,376,27.5,22.4,73.93,959
2022,837,91,4.3,615,29,22.2,66.7,959
2022,900,100,4.5,817,30.1,22.2,62.6,959
2022,931,107,4.6,958,30.7,22.2,60.45,958
2022,945,109,4.7,1027,31.1,22.2,59.04,957
2022,944,108,4.7,1019,31.1,22.1,58.94,956
2022,887,131,4.8,925,30.8,22,59.64,955
2022,847,122,4.7,771,30.2,21.9,61.33,955
2022,231,264,4.5,399,29.2,21.9,64.78,955
2022,52,161,4,180,27.9,21.9,69.9,955
2022,11,57,3.2,59,26.4,22,76.63,956
2022,0,0,2.8,0,25.5,22.1,81.48,956
2022,0,0,2.6,0,24.9,22.2,85.07,957
2022,0,0,2.6,0,24.4,22.3,88.08,958
2022,0,0,2.6,0,24,22.3,90.47,958
2022,0,0,2.6,0,23.6,22.4,92.97,958
2022,0,0,2.6,0,23.4,22.5,94.43,958
2022,0,0,2.7,0,23.2,22.5,95.72,957
2022,0,0,2.8,0,23.1,22.5,96.31,957
2022,0,0,2.8,0,23,22.4,96.64,957
2022,0,0,2.9,0,22.9,22.4,96.82,957
2022,0,0,3,0,22.9,22.3,96.54,957
2022,0,0,3.3,0,23.3,22.4,94.56,958
2022,445,49,4.5,128,24.9,22.6,86.84,958
2022,714,77,5.2,374,26.8,22.6,77.66,959
2022,0,135,5.2,135,28.4,22.7,71.11,959
2022,897,101,5.1,815,29.7,22.7,66.32,958
2022,1,284,5,285,30.6,22.8,63.22,957
2022,0,248,4.9,249,31.2,22.8,61.11,957
2022,301,508,4.7,798,31.4,22.8,60.25,956
2022,1,279,4.6,280,31.4,22.7,60.15,955
2022,178,420,4.4,556,31,22.6,61.01,954
2022,0,170,4,170,30.2,22.5,63.51,955
2022,5,142,3.2,144,28.9,22.6,68.97,955
2022,345,38,2.2,82,27.3,22.8,76.32,956
2022,0,0,2,0,26.4,22.8,80.87,957
2022,0,0,1.8,0,25.7,23,84.88,958
2022,0,0,1.7,0,25.2,23,87.65,958
2022,0,0,1.6,0,24.6,23,90.94,959
2022,0,0,1.5,0,24.2,23,92.98,959
2022,0,0,1.4,0,23.7,22.9,95.46,959
2022,0,0,1.5,0,23.4,22.8,96.57,958
2022,0,0,1.4,0,23.1,22.7,97.71,958
2022,0,0,1.2,0,22.7,22.6,99.29,959
2022,0,0,1,0,22.4,22.4,99.92,959
2022,0,0,0.9,0,22.2,22.2,99.82,960
2022,0,0,1.1,0,22.6,22.3,97.93,960
2022,0,3,1.8,3,24.1,22.6,91.58,961
2022,1,77,2.2,77,25.8,22.7,82.88,962
2022,19,219,2.3,231,27.3,22.6,75.49,962
2022,324,313,2.2,570,28.4,22.6,70.93,962
2022,667,194,2,802,29,22.6,68.55,961
2022,559,298,1.8,840,29.2,22.6,67.8,960
2022,351,393,1.5,731,29.1,22.6,68.22,959
2022,196,402,1.4,576,28.9,22.7,69.27,959
2022,0,70,1.5,70,28.5,22.7,71.03,958
2022,0,79,1.3,80,27.8,23,75.35,958
2022,5,102,1,103,26.8,23.4,81.65,958
2022,2,43,0.6,44,25.4,23.7,90.59,959
2022,0,0,0.6,0,25,23.5,91.2,960
2022,0,0,0.5,0,24.7,23.2,91.64,960
2022,0,0,0.5,0,24.5,23.1,91.8,961
2022,0,0,0.5,0,24.2,22.9,92.44,961
2022,0,0,0.5,0,23.9,22.8,93.35,961
2022,0,0,0.4,0,23.7,22.6,93.83,960
2022,0,0,0.3,0,23.4,22.6,95.01,959
2022,0,0,0.3,0,23.1,22.4,96,959
2022,0,0,0.4,0,22.8,22.3,97.16,959
2022,0,0,0.4,0,22.6,22.2,97.65,959
2022,0,0,0.5,0,22.3,22.1,98.55,959
2022,0,0,1,0,22.6,22.2,97.87,960
2022,357,56,1.7,119,23.6,22.9,95.71,960
2022,631,97,2.2,358,24.8,23.2,90.91,961
2022,758,122,2.9,595,25.9,22.9,83.69,961
2022,839,130,3.6,795,27,22.3,75.47,961
2022,898,124,3.5,941,28,21.8,68.94,961
2022,918,124,3.3,1013,28.8,21.4,64.48,960
2022,919,122,3,1005,29.3,21.2,61.85,959
2022,888,93,2.9,882,29.4,21,60.75,958
2022,856,93,2.9,743,29.1,20.9,61.41,958
2022,429,205,2.7,454,28.3,20.9,64.33,958
2022,645,77,2,309,27.2,21.2,69.87,958
2022,11,52,1.1,54,25.6,21.6,78.5,958
2022,0,0,0.9,0,24.7,21.5,82.51,959
2022,0,0,0.8,0,24.2,21.5,84.84,960
2022,0,0,0.8,0,23.7,21.4,87.1,960
2022,0,0,0.7,0,23.3,21.4,88.96,961
2022,0,0,0.8,0,23,21.3,90.07,960
2022,0,0,0.8,0,22.7,21.2,91.22,960
2022,0,0,0.9,0,22.5,21.1,91.76,960
2022,0,0,1,0,22.2,21,92.68,959
2022,0,0,1.2,0,21.9,20.8,93.49,959
2022,0,0,1.3,0,21.7,20.6,93.49,959
2022,0,0,1.5,0,21.6,20.3,92.58,959
2022,0,0,2,0,22,20.3,90.04,960
2022,0,4,2.8,4,24,20.6,81.4,960
2022,94,222,3.5,261,26,21.2,75.08,961
2022,834,88,3.7,607,27.3,21.6,70.88,961
2022,210,426,3.8,592,28.4,21.6,66.79,961
2022,236,486,3.8,701,29.4,21.6,63.01,960
2022,936,108,3.8,1013,30,21.6,60.9,959
2022,932,110,3.8,1003,30.4,21.7,59.63,958
2022,200,485,3.7,663,30.4,21.6,59.47,957
2022,84,376,3.6,439,30.1,21.5,60.09,956
2022,765,104,3.4,545,29.4,21.4,62.14,956
2022,615,82,2.6,302,28.2,21.6,67.44,957
2022,268,39,1.5,70,26.4,21.8,75.89,957
2022,0,0,1.6,0,25.7,21.8,79.24,958
2022,0,0,1.6,0,25.1,21.9,82.4,959
2022,0,0,1.5,0,24.6,22,85.22,959
2022,0,0,1.2,0,23.9,22,89.37,960
2022,0,0,0.9,0,23.4,22.1,92.32,960
2022,0,0,0.8,0,23,22.1,94.64,960
2022,0,0,0.7,0,22.7,22.1,96.35,960
2022,0,0,0.6,0,22.4,22.1,97.96,960
2022,0,0,0.5,0,22.2,22,98.97,960
2022,0,0,0.4,0,22.2,22,98.95,960
2022,0,0,0.5,0,22.2,22,99.06,961
2022,0,0,1.3,0,22.3,22.1,99.08,962
2022,0,3,3,3,22.5,21.9,96.23,963
2022,0,40,3.9,40,22.2,21,92.7,964
2022,0,16,4.3,16,22.2,19.7,85.69,964
2022,0,38,4.6,38,23.3,18.9,76.23,964
2022,0,90,4.8,90,24.8,18.6,68.66,963
2022,1,206,4.8,206,25.8,18.6,64.53,962
2022,21,402,4.6,422,26.4,18.5,61.96,961
2022,32,401,4.3,429,26.6,18.4,60.88,960
2022,96,355,3.9,428,26.2,18.5,62.42,960
2022,131,267,3.3,341,25.5,18.6,65.72,960
2022,0,52,2.6,52,24.3,18.8,71.6,961
2022,0,20,2.4,20,23.1,18.7,76.17,961
2022,0,0,2.8,0,22.4,18.4,77.96,962
2022,0,0,3,0,21.7,18,79.65,963
2022,0,0,3.2,0,21.1,17.6,80.44,964
2022,0,0,3.3,0,20.7,17.2,80.27,964
2022,0,0,3.5,0,20.3,16.7,80.04,964
2022,0,0,3.5,0,20.1,16.3,78.86,964
2022,0,0,3.5,0,20,15.9,77.46,963
2022,0,0,3.4,0,20,15.6,75.94,963
2022,0,0,3.3,0,19.9,15.4,75.25,962
2022,0,0,3.3,0,19.8,15.3,75.19,963
2022,0,0,3.3,0,19.5,15.2,76.38,963
2022,0,0,3.3,0,19.6,15.4,76.71,964
2022,1,37,4.1,37,21.3,15.9,71.14,964
2022,26,154,5.1,164,23.2,16.1,64.34,965
2022,797,95,5.3,589,25,16.1,57.83,965
2022,897,99,5.2,808,26.6,16.2,52.92,964
2022,404,349,4.9,716,27.8,16.5,50.14,964
2022,207,520,4.3,720,28.5,16.7,48.83,963
2022,81,476,3.8,554,28.6,16.8,48.88,962
2022,53,436,3.2,483,28.4,16.9,49.62,961
2022,0,166,2.6,166,27.8,16.9,51.64,960
2022,25,266,2,280,27,17.2,55.18,960
2022,9,153,1.2,156,25.8,18.4,63.5,960
2022,0,26,0.7,26,24,18.3,70.34,961
2022,0,0,0.8,0,23.2,17.9,72.07,961
2022,0,0,0.8,0,22.7,17.8,73.79,962
2022,0,0,0.8,0,22,17.8,76.88,963
2022,0,0,0.8,0,21.5,17.7,79,963
2022,0,0,0.8,0,21,17.6,81.01,963
2022,0,0,0.8,0,20.7,17.4,81.58,963
2022,0,0,0.9,0,20.5,17.2,81.2,963
2022,0,0,1,0,20.4,16.8,79.72,962
2022,0,0,1.1,0,20.2,16.4,78.62,962
2022,0,0,1.1,0,20,16,78,963
2022,0,0,1.2,0,19.8,15.8,77.54,964
2022,0,0,1.7,0,20.3,15.6,74.57,964
2022,0,25,2.6,25,22.2,15.9,67.42,965
2022,0,118,3,118,24.4,17.1,63.6,965
2022,73,325,3.2,370,26.1,17.6,59.41,965
2022,497,274,3.3,666,27.2,17.6,55.75,965
2022,274,481,3.3,730,28.2,17.7,52.89,965
2022,161,494,3.2,648,28.8,17.8,51.58,964
2022,53,470,3.2,520,29.4,18,50.33,962
2022,194,486,3.1,657,29.6,18.1,50,961
2022,60,378,2.9,422,29.3,18,50.75,961
2022,65,303,2.7,340,28.6,17.9,52.23,960
2022,615,80,1.8,294,27.3,18.4,58.37,961
2022,252,36,0.9,64,24.9,18.7,68.46,961
2022,0,0,0.8,0,24.1,18.5,71.09,962
2022,0,0,0.8,0,23.8,18.5,72.3,963
2022,0,0,0.8,0,23.5,18.4,72.88,963
2022,0,0,0.9,0,23.2,18.1,72.83,964
2022,0,0,1.1,0,22.9,17.6,71.9,963
2022,0,0,1.4,0,22.5,16.9,70.64,963
2022,0,0,1.8,0,22.2,16.1,68.51,962
2022,0,0,2.1,0,21.6,15.3,67.43,962
2022,0,0,2.3,0,21,14.4,66.11,962
2022,0,0,2.4,0,20.5,13.6,64.58,962
2022,0,0,2.5,0,20.1,13.1,64.24,963
2022,0,0,2.6,0,20.2,13.2,64.1,964
2022,407,51,3.3,120,22.2,13.6,58.34,965
2022,42,218,4.4,235,24.8,13.5,49.57,965
2022,823,99,4.7,608,26.9,13.2,42.94,965
2022,599,230,4.6,701,28.4,13.2,39.26,965
2022,465,341,4.4,762,29.5,13.4,37.34,964
2022,668,317,4.1,959,30.3,13.7,36.38,963
2022,913,133,3.8,1001,30.7,14,36.12,962
2022,898,125,3.5,914,30.8,14.1,36.2,961
2022,859,115,3.2,756,30.4,14.2,37.18,961
2022,784,100,2.7,543,29.7,14.4,39.21,961
2022,637,77,1.6,297,28,15.9,47.75,961
2022,277,35,0.9,64,24.9,15.9,57.44,962
2022,0,0,0.9,0,24,15.4,58.79,962
2022,0,0,0.9,0,23.1,15.1,60.87,963
2022,0,0,1,0,22.3,14.6,61.9,963
2022,0,0,1.1,0,21.6,14.2,62.92,963
2022,0,0,1.2,0,20.9,14,64.53,964
2022,0,0,1.2,0,20.2,13.6,65.96,964
2022,0,0,1.3,0,19.7,13.3,66.38,963
2022,0,0,1.4,0,19.4,12.9,66.09,963
2022,0,0,1.4,0,19,12.8,67.13,963
2022,0,0,1.3,0,18.9,12.8,67.51,963
2022,0,0,1.2,0,18.8,12.8,68.16,964
2022,0,0,1.2,0,19.5,13.4,67.73,964
2022,73,90,2.3,102,22.6,13.6,56.79,965
2022,728,77,3.1,373,25.4,13.8,48.79,965
2022,490,265,3.4,568,27.6,14.3,44.23,966
2022,738,193,3.3,773,29.2,14.9,41.89,965
2022,934,111,3.1,954,30.3,15.4,40.41,965
2022,943,118,3,1021,31.1,15.5,38.86,964
2022,937,120,3,1009,31.5,15.3,37.64,962
2022,927,110,2.9,922,31.7,15.1,36.63,961
2022,886,104,2.8,763,31.3,14.7,36.61,961
2022,810,92,2.5,547,30.6,14.6,37.73,960
2022,660,72,1.5,298,28.6,16.2,46.89,960
2022,301,32,0.9,63,25.2,16,56.68,961
2022,0,0,0.9,0,24,15.6,59.42,961
2022,0,0,0.9,0,23.3,15.4,61.23,962
2022,0,0,0.9,0,22.5,15.2,63.31,963
2022,0,0,0.8,0,21.6,15,65.98,963
2022,0,0,0.8,0,20.8,14.7,67.89,963
2022,0,0,0.7,0,20.3,14.3,68.55,963
2022,0,0,0.7,0,19.5,13.9,70.24,963
2022,0,0,0.8,0,19,13.4,70.09,962
2022,0,0,0.9,0,18.8,13,68.88,962
2022,0,0,1,0,18.5,12.5,68.13,962
2022,0,0,1.1,0,18.3,12.1,67.15,963
2022,0,0,1.1,0,18.9,12.4,66.12,963
2022,433,49,1.9,123,22.7,12.4,52.14,963
2022,715,82,1.7,372,26,12,41.62,964
2022,837,100,2.1,616,28.1,12.3,37.6,963
2022,898,113,2.4,818,29.5,12.9,36,963
2022,922,126,2.4,957,30.6,13.3,34.66,963
2022,936,130,2.3,1025,31.2,13.5,33.96,962
2022,935,129,2.2,1013,31.5,13.5,33.53,961
2022,921,120,2.1,925,31.5,13.5,33.38,960
2022,881,111,2.1,764,31,13.2,33.76,959
2022,806,96,1.9,546,30.1,13,35.02,959
2022,656,74,1.2,297,28.3,14.1,41.71,959
2022,280,33,0.8,61,25.3,14.4,50.89,959
2022,0,0,0.8,0,24.6,13.7,50.62,959
2022,0,0,0.8,0,23.9,13.4,51.75,960
2022,0,0,0.9,0,22.6,13.4,56.07,961
2022,0,0,1,0,21.4,13.4,60.3,961
2022,0,0,1.1,0,20.5,13.4,63.74,961
2022,0,0,1.1,0,19.9,13.4,66.21,960
2022,0,0,1.1,0,19.5,13.5,68.48,960
2022,0,0,1.1,0,19.2,13.7,70.31,959
2022,0,0,1,0,19,13.8,71.61,959
2022,0,0,0.9,0,18.8,13.8,72.73,959
2022,0,0,0.9,0,18.6,13.8,73.81,960
2022,0,0,0.8,0,19.3,14.5,73.74,960
2022,447,46,1.6,122,22.7,14.9,61.61,960
2022,722,76,2.4,369,26.4,15.3,50.5,961
2022,839,93,3.2,609,29.1,15.2,42.87,961
2022,900,103,3.7,808,30.6,15.9,41.07,960
2022,940,105,4,950,31.7,16.5,40.16,959
2022,951,107,4.2,1015,32.5,16.8,39.1,958
2022,949,106,4.5,1003,32.8,16.8,38.52,957
2022,902,121,4.6,906,32.8,16.7,38.25,956
2022,861,111,4.6,746,32.3,16.6,39.01,955
2022,407,218,4.4,444,31.3,16.7,41.55,955
2022,229,158,3.6,235,29.6,17.2,47.22,956
2022,1,38,2.5,38,27.1,17.7,56.3,956
2022,0,0,2.3,0,26,18.2,62.29,957
2022,0,0,2,0,25.1,18.8,67.97,958
2022,0,0,1.9,0,24.4,19.2,72.83,959
2022,0,0,1.8,0,23.9,19.6,76.76,959
2022,0,0,1.7,0,23.4,19.9,80.63,959
2022,0,0,1.7,0,23.1,20.1,83.43,959
2022,0,0,1.8,0,22.8,20.4,86.18,959
2022,0,0,1.9,0,22.6,20.6,88.4,959
2022,0,0,2,0,22.4,20.8,90.57,959
2022,0,0,2,0,22.2,21,92.67,959
2022,0,0,2,0,22,21.1,94.83,960
2022,0,0,2.2,0,22.3,21.3,94.18,961
2022,0,26,3.2,26,24,21.6,86.23,961
2022,10,171,4,175,26.1,21.4,75.34,962
2022,750,122,4.3,582,27.9,21,66.24,962
2022,827,133,4.5,779,29.2,20.8,60.64,962
2022,821,169,4.5,906,30,20.7,57.65,961
2022,290,421,4.5,697,30.5,20.7,55.81,960
2022,696,253,4.5,909,30.6,20.6,55.33,959
2022,817,163,4.3,872,30.5,20.6,55.58,959
2022,772,148,4.1,716,30.1,20.6,56.72,958
2022,686,127,3.7,506,29.4,20.6,59.21,958
2022,521,94,2.7,267,28.2,21,64.82,959
2022,147,34,1.6,48,26.4,21.1,72.85,959
2022,0,0,1.4,0,25.5,21.3,77.66,960
2022,0,0,1.1,0,24.9,21.5,81.33,961
2022,0,0,0.9,0,24.4,21.6,84.5,962
2022,0,0,0.8,0,24,21.7,87.08,962
2022,0,0,0.7,0,23.6,21.8,89.71,962
2022,0,0,0.7,0,23.2,21.9,92.41,962
2022,0,0,0.7,0,23,22,94.07,962
2022,0,0,0.6,0,22.9,22.1,95,962
2022,0,0,0.6,0,22.9,22.1,95.18,962
2022,0,0,0.6,0,22.8,22.1,96.13,963
2022,0,0,1,0,22.6,22.1,96.77,963
2022,0,0,1.7,0,22.4,22,97.71,964
2022,0,8,2.4,8,22.9,22.3,96.48,964
2022,0,20,3.4,20,23.1,22.1,94.27,965
2022,0,49,4,49,23.1,21.6,91.44,966
2022,0,57,3.8,57,23,21,88.37,966
2022,0,120,3.4,120,23,20.6,86.13,966
2022,8,335,3.2,343,23.2,20.4,84.21,965
2022,147,439,2.9,577,23.3,20.4,83.8,964
2022,226,472,2.7,668,23.6,20.5,82.82,964
2022,771,145,2.6,710,23.9,20.5,81.41,963
2022,21,247,2.1,258,24,20.6,81.11,963
2022,601,74,1.3,272,23.5,20.8,84.73,963
2022,0,25,1,25,22.5,20.4,87.82,963
2022,0,0,1.2,0,22.3,19.9,86.16,963
2022,0,0,1.4,0,22.2,19.4,84.29,964
2022,0,0,1.6,0,22,19,83.36,965
2022,0,0,1.9,0,21.9,18.7,82.22,965
2022,0,0,2.2,0,21.8,18.4,81.15,965
2022,0,0,2.5,0,21.5,18.1,80.86,964
2022,0,0,2.5,0,21.2,17.8,80.81,964
2022,0,0,2.4,0,20.8,17.6,81.83,964
2022,0,0,2.3,0,20.3,17.5,84.09,963
2022,0,0,2.4,0,19.9,17.6,86.49,964
2022,0,0,2.5,0,19.5,17.6,88.77,964
2022,0,0,2.7,0,19.4,17.7,90.13,965
2022,0,38,3.3,38,20.4,18.4,88.1,965
2022,647,87,4.2,348,21.8,18.6,82,966
2022,69,323,4.8,365,23.4,18,71.65,966
2022,819,132,4.7,771,24.2,17.6,66.76,966
2022,41,438,4.4,475,24.6,17.7,65.41,966
2022,61,474,4.2,531,24.7,17.8,65.68,965
2022,26,453,3.9,477,24.7,18,66.38,964
2022,0,204,3.5,204,24.6,18.2,67.36,963
2022,39,366,3.1,394,24.6,18.3,67.85,962
2022,555,167,2.7,471,24.3,18.4,69.49,962
2022,391,114,1.8,242,23.6,18.6,73.42,962
2022,69,31,0.8,37,22.3,18.8,80.77,963
2022,0,0,0.7,0,21.7,18.8,83.37,963
2022,0,0,0.8,0,21.4,18.6,84.19,964
2022,0,0,1,0,21.2,18.5,84.48,964
2022,0,0,1.1,0,21.1,18.3,84.3,964
2022,0,0,1.1,0,20.9,18.2,84.66,964
2022,0,0,1.1,0,20.8,18.1,84.45,964
2022,0,0,1.1,0,20.6,17.9,84.56,963
2022,0,0,1.1,0,20.6,17.7,83.68,963
2022,0,0,1.1,0,20.5,17.6,83.36,962
2022,0,0,1.1,0,20.3,17.5,83.72,962
2022,0,0,1,0,20,17.3,84.69,962
2022,0,0,1.1,0,20.5,17.6,83.26,963
2022,337,52,2.1,108,23.3,17.6,70.44,963
2022,634,90,2.5,345,26.3,17.4,58.2,963
2022,771,110,2.3,581,28.2,17.9,53.61,963
2022,842,122,1.8,777,29.7,18.4,50.86,963
2022,879,130,1.6,915,30.8,18.9,49.12,962
2022,892,135,1.9,980,31.6,19.2,47.92,961
2022,889,135,2.4,966,31.8,19.5,48.08,960
2022,878,124,2.8,879,31.7,19.6,48.77,959
2022,836,113,2.9,721,31.1,19.6,50.58,958
2022,760,97,2.9,510,30.3,19.6,52.67,958
2022,5,133,2.1,135,28.9,19.9,58.38,958
2022,0,24,1.1,24,26.3,20,68.47,958
2022,0,0,1,0,25.3,19.9,72.09,959
2022,0,0,1,0,24.6,19.9,75.03,959
2022,0,0,0.9,0,24,19.9,77.76,960
2022,0,0,0.9,0,23.5,19.9,80.25,960
2022,0,0,0.9,0,23.1,20,82.6,960
2022,0,0,0.9,0,22.8,20.1,84.58,960
2022,0,0,0.9,0,22.5,20.1,86.14,959
2022,0,0,1,0,22.3,20,86.8,959
2022,0,0,1,0,22.1,19.9,87.42,959
2022,0,0,1,0,21.9,19.9,88.36,959
2022,0,0,0.9,0,21.6,19.9,90.15,960
2022,0,0,1.4,0,22.1,20.1,88.37,960
2022,371,50,2.7,111,24.4,20.5,78.83,961
2022,672,82,3.5,351,26.6,21.1,71.81,961
2022,811,95,4,589,28.3,21.4,66.29,961
2022,880,102,4.4,786,29.7,21.5,61.33,961
2022,919,105,4.7,924,30.8,21.4,57.48,960
2022,936,105,4.9,989,31.6,21.4,54.8,959
2022,936,103,5,976,31.9,21.2,53.31,957
2022,882,121,5,877,31.9,21.1,52.96,956
2022,76,364,4.9,418,31.5,21,53.76,955
2022,742,102,4.6,503,30.6,20.8,55.8,955
2022,568,79,3.8,260,29.2,20.6,59.97,955
2022,161,28,2.8,41,27.4,20.7,66.7,956
2022,0,0,2.5,0,26.4,20.8,71.37,957
2022,0,0,2.4,0,25.7,21,75.08,958
2022,0,0,2.2,0,25.1,21.1,78.68,959
2022,0,0,2.2,0,24.5,21.3,82.54,959
2022,0,0,2.1,0,24,21.5,86.05,959
2022,0,0,2.1,0,23.5,21.7,89.48,959
2022,0,0,2.1,0,23.1,21.8,92.2,958
2022,0,0,2.3,0,22.8,21.8,94.32,958
