 ,dni,dhi,wind_speed,ghi,air_temperature,dew_point,relative_humidity,surface_pressure
2022,815,97,4.5,637,30,18.2,49.24,957
2022,0,168,4.3,168,29.5,18.2,50.59,957
2022,641,73,3.9,303,28.5,18.2,53.72,957
2022,375,44,2.6,102,26.5,18.6,61.71,957
2022,0,0,1.8,0,24.7,18.9,70.33,958
2022,0,0,1.7,0,23.9,19.4,75.99,959
2022,0,0,1.4,0,23.2,19.9,81.65,960
2022,0,0,1.2,0,22.5,20.3,87.37,961
2022,0,0,1,0,21.9,20.6,92.36,961
2022,0,0,0.9,0,21.5,20.8,95.7,961
2022,0,0,0.8,0,21.1,20.9,98.52,961
2022,0,0,0.7,0,20.9,20.8,99.68,961
2022,0,0,0.7,0,20.7,20.7,100,960
2022,0,0,0.8,0,20.5,20.5,100,960
2022,0,0,1,0,20.4,20.4,100,959
2022,0,0,0.9,0,20.3,20.3,100,960
2022,0,0,1.2,0,20.3,20.3,99.88,961
2022,148,24,1.6,34,21.1,20.6,96.73,962
2022,0,8,1.5,8,22.2,20.9,92.39,963
2022,21,209,1.6,218,23.4,21,86.26,963
2022,73,259,1.5,304,24.9,20.6,77.23,963
2022,0,187,1.3,187,26.5,20,67.46,963
2022,3,183,1.1,184,27.7,19.5,60.94,962
2022,112,319,1.2,402,28.2,19.2,58.32,961
2022,1,142,1.4,142,28.3,19.1,57.62,960
2022,0,67,1.6,68,27.8,19.1,59.23,960
2022,4,82,1.7,83,26.5,19.4,64.9,960
2022,8,59,1.6,61,24.5,19.9,75.65,961
2022,0,0,2.1,0,23,19.9,82.61,963
2022,0,0,2.4,0,21.9,19.7,87.4,964
2022,0,0,2.7,0,21,19.4,90.5,965
2022,0,0,2.5,0,20.2,19,92.61,966
2022,0,0,2.4,0,19.4,18.4,93.83,967
2022,0,0,2.9,0,18.8,17.7,93.54,967
2022,0,0,2.6,0,18.4,17.3,93.5,967
2022,0,0,2.9,0,18.1,17,93.1,968
2022,0,0,3.1,0,17.8,16.5,92.19,968
2022,0,0,3.4,0,17.4,15.9,90.69,967
2022,0,0,4.2,0,17.1,15.1,88.04,967
2022,0,0,4.5,0,16.9,14.5,85.97,967
2022,0,0,4.5,0,16.6,14.2,85.6,968
2022,0,18,4.6,18,16.4,14,85.47,969
2022,42,128,4.3,139,16.9,13.9,82.34,971
2022,21,182,5.2,192,17.7,13.2,75.02,972
2022,48,267,6,297,18.5,12.4,67.69,972
2022,302,313,6.1,529,19.4,11.7,61.23,972
2022,213,341,6.1,502,20.1,11.4,57.25,971
2022,797,135,6,723,20.6,11.1,54.6,970
2022,82,335,6,389,20.9,10.9,52.62,969
2022,137,256,5.7,329,20.9,10.5,51.55,969
2022,24,184,5.2,193,20.4,10.3,52.23,969
2022,34,77,4.4,83,19.5,10.1,54.57,969
2022,0,0,4,0,18.8,9.9,56.27,969
2022,0,0,3.6,0,18.3,9.7,57.31,970
2022,0,0,3.4,0,17.9,9.5,58.06,971
2022,0,0,3.5,0,17.5,9.4,59.01,972
2022,0,0,3.6,0,17.3,9.3,59.21,972
2022,0,0,3.7,0,17.1,9.1,59.15,971
2022,0,0,3.6,0,16.7,8.9,59.85,971
2022,0,0,3.5,0,16.2,8.7,61,971
2022,0,0,3.2,0,15.7,8.5,62.25,970
2022,0,0,3,0,15.1,8.4,64.12,970
2022,0,0,2.8,0,14.5,8.3,66.39,971
2022,0,0,2.8,0,14,8.3,68.36,971
2022,0,0,2.8,0,13.6,8.3,70.1,972
2022,2,27,3.3,27,13.9,8.3,68.98,972
2022,10,94,4.5,97,15.5,8.4,62.44,973
2022,414,171,5.1,364,17.4,8.4,55.32,973
2022,456,224,5.3,504,19.1,8.2,49.21,973
2022,731,154,5.1,675,20.5,7.7,43.47,972
2022,674,197,4.9,705,21.6,6.8,38.43,971
2022,528,242,4.7,631,22.1,6.1,35.37,970
2022,365,300,4.5,541,22.2,5.3,33.34,969
2022,206,255,4.2,364,21.7,4.6,32.67,968
2022,2,77,3.6,77,20.7,4,33.44,968
2022,12,69,2,71,17.9,4.4,40.82,969
2022,0,0,1.7,0,15.5,4.2,46.95,970
2022,0,0,1.7,0,14.4,3.8,48.8,970
2022,0,0,1.6,0,13.3,3.4,51.07,971
2022,0,0,1.4,0,12.3,3,53.11,972
2022,0,0,1.4,0,11.5,2.6,54.51,972
2022,0,0,1.4,0,10.8,2.3,55.65,972
2022,0,0,1.5,0,10.3,1.9,56.16,971
2022,0,0,1.6,0,9.9,1.7,56.56,971
2022,0,0,1.7,0,9.6,1.4,56.72,970
2022,0,0,1.6,0,9.2,1.2,57.54,970
2022,0,0,1.5,0,8.8,1.1,58.61,970
2022,0,0,1.4,0,8.4,1.1,59.9,970
2022,0,0,1.4,0,8.2,1,60.66,971
2022,227,24,2.3,38,10.5,1.3,52.92,972
2022,645,62,3.4,240,13.6,0.4,40.42,973
2022,799,80,4,451,16.3,-0.2,32.5,973
2022,872,91,4.2,626,18.7,0.2,28.79,973
2022,921,91,4.2,747,20.4,0.5,26.5,973
2022,933,94,4,798,21.7,0.3,24.13,971
2022,927,94,3.8,777,22.4,0,22.54,970
2022,910,86,3.5,688,22.5,-0.4,21.8,969
2022,859,77,3.2,535,22.1,-0.8,21.72,969
2022,757,64,2.5,336,20.9,-0.6,23.76,969
2022,514,40,1.1,119,16.8,2.1,37.09,969
2022,0,0,1.1,0,14.4,1.8,42.52,970
2022,0,0,1.1,0,13.5,1.3,43.52,970
2022,0,0,1.1,0,12.7,0.8,44.06,970
2022,0,0,1.1,0,11.9,0.4,45.08,970
2022,0,0,1.1,0,11.1,0,46.36,970
2022,0,0,1.1,0,10.3,-0.2,48.13,970
2022,0,0,1.1,0,9.7,-0.4,49.43,970
2022,0,0,1.2,0,9.2,-0.5,50.57,970
2022,0,0,1.2,0,8.8,-0.7,51.46,970
2022,0,0,1.3,0,8.4,-0.8,52.29,969
2022,0,0,1.3,0,8.1,-1,52.83,970
2022,0,0,1.3,0,7.7,-1.1,53.61,970
2022,0,0,1.3,0,7.4,-1.3,54.03,970
2022,296,22,1.9,40,10.1,-0.8,46.84,971
2022,697,54,2.6,246,14,-2.2,32.71,971
2022,839,70,2.7,458,17.4,-4.2,22.64,972
2022,905,79,2.6,633,20,-4.1,19.38,971
2022,936,86,2.4,751,21.9,-3.4,18.09,971
2022,945,89,2.1,801,23.2,-3.2,17.03,969
2022,942,90,1.9,783,23.9,-3.3,16.23,968
2022,907,90,1.9,689,24.1,-3.5,15.82,967
2022,852,82,1.9,536,23.5,-3.7,16.11,966
2022,744,68,1.4,335,21.9,-1.4,20.99,966
2022,495,41,0.9,118,17.8,1.4,33.27,966
2022,0,0,1,0,15.6,0,34.55,966
2022,0,0,1,0,15.1,-0.7,33.91,966
2022,0,0,0.8,0,15,-1.5,32.06,966
2022,0,0,0.7,0,15,-2.2,30.54,966
2022,0,0,0.9,0,13.7,-2.1,33.47,966
2022,0,0,1,0,12.8,-2,35.71,966
2022,0,0,1.1,0,12.1,-2,37.54,966
2022,0,0,1.1,0,11.8,-2.1,37.91,965
2022,0,0,1.1,0,11.5,-2.2,38.27,964
2022,0,0,1.1,0,11.1,-2.4,38.96,964
2022,0,0,1.2,0,10.6,-2.3,40.32,964
2022,0,0,1.2,0,9.9,-2.1,42.95,964
2022,0,0,1.2,0,9.3,-1.9,45.49,964
2022,290,21,1.2,38,11.5,0,44.96,964
2022,690,54,2.4,242,16,-0.1,33.47,964
2022,830,69,3.4,452,19.9,0,26.33,964
2022,896,78,4.4,626,22.8,-0.1,21.88,964
2022,915,91,4.9,741,24.5,0.4,20.47,963
2022,929,93,5.2,792,25.6,0.8,19.74,962
2022,928,92,5.3,774,26.2,1.4,19.85,960
2022,915,82,5.3,687,26.2,2,20.83,959
2022,865,75,5.1,535,25.6,2.7,22.61,959
2022,763,61,4.4,336,24.2,3.6,26.18,959
2022,527,38,2.8,120,20.6,5,35.93,959
2022,0,0,2.4,0,18.2,5.7,43.94,960
2022,0,0,2.3,0,17.2,6.4,49.01,960
2022,0,0,2.2,0,16.3,7.1,54.35,961
2022,0,0,2,0,15.5,7.7,59.85,962
2022,0,0,1.8,0,14.7,8.3,65.29,962
2022,0,0,1.6,0,14.1,8.6,69.42,962
2022,0,0,1.5,0,13.6,8.8,72.64,961
2022,0,0,1.6,0,13.3,8.9,74.68,961
2022,0,0,1.9,0,13,9,76.48,961
2022,0,0,1.8,0,12.7,9,78.13,960
2022,0,0,1.9,0,12.5,9.1,79.75,961
2022,0,0,2,0,12.5,9.3,80.8,961
2022,0,0,2,0,12.3,9.6,83.51,962
2022,260,21,2.8,36,14.4,10,74.76,962
2022,653,55,3.8,233,17.6,10.8,64.55,963
2022,804,70,5.2,441,21.2,12,55.7,963
2022,875,78,6,612,24.1,12.4,48.06,962
2022,913,81,6.4,729,26,12.4,42.98,962
2022,920,84,6.5,777,27.2,12.6,40.4,961
2022,913,85,6.5,756,27.9,12.8,39.25,960
2022,875,86,6.4,664,28,12.8,39.16,959
2022,828,76,6.1,517,27.7,12.9,40.15,959
2022,725,62,5.6,323,26.6,13.3,43.81,959
2022,490,38,4.5,114,24.5,13.9,51.61,959
2022,0,0,4,0,22.7,14.5,59.67,960
2022,0,0,3.9,0,21.9,15,65,960
2022,0,0,3.7,0,21.2,15.6,70.54,961
2022,0,0,3.3,0,20.4,16.1,76.45,961
2022,0,0,3,0,19.8,16.5,81.09,961
2022,0,0,2.9,0,19.3,16.7,84.74,961
2022,0,0,3.2,0,19.1,16.8,86.67,961
2022,0,0,3.2,0,18.8,17,89.1,961
2022,0,0,3.1,0,18.3,17.1,92.71,960
2022,0,0,3,0,18,17.2,95.15,960
2022,0,0,3.1,0,17.8,17.3,96.65,960
2022,0,0,3.1,0,17.7,17.3,97.36,961
2022,0,0,3.1,0,17.6,17.3,97.83,961
2022,248,20,3.8,34,19,17.3,89.73,962
2022,642,52,4.9,226,21.6,17.4,76.84,962
2022,792,65,5.9,429,24.4,17.4,64.82,962
2022,861,72,6.4,596,26.6,16.9,55.42,962
2022,881,83,6.7,708,28.1,16.6,49.57,961
2022,897,82,6.8,757,29.1,16.4,46.42,960
2022,890,82,6.8,736,29.7,16.4,44.65,959
2022,864,79,6.7,650,29.8,16.4,44.33,957
2022,814,71,6.6,505,29.4,16.4,45.36,957
2022,714,58,6.2,316,28.4,16.6,48.92,957
2022,479,37,5.4,112,26.6,17.1,55.94,957
2022,0,0,4.8,0,25.2,17.4,62.04,957
2022,0,0,4.7,0,24.6,17.6,65.21,958
2022,0,0,4.6,0,24,17.9,68.78,958
2022,0,0,4.4,0,23.4,18.3,72.89,959
2022,0,0,4.2,0,22.9,18.5,76.32,959
2022,0,0,3.9,0,22.5,18.6,78.75,959
2022,0,0,3.4,0,22,18.7,81.41,959
2022,0,0,3.2,0,21.6,18.7,83.58,959
2022,0,0,3,0,21.1,18.7,86.42,959
2022,0,0,2.8,0,20.5,18.8,90.13,959
2022,0,0,2.6,0,20,18.9,93.39,959
2022,0,0,2.4,0,19.6,19,96.07,960
2022,0,0,2.1,0,19.2,18.9,98.37,961
2022,203,20,2.6,32,20.7,18.9,89.38,961
2022,587,57,3.2,216,23.6,18.7,73.9,962
2022,732,76,3.4,412,26.4,18.1,60.28,963
2022,793,91,3,574,28.5,17.6,51.71,963
2022,825,99,2.2,684,29.9,17.4,47.04,962
2022,815,114,1.2,726,30.5,17.1,44.68,962
2022,781,127,1.4,702,30.4,16.7,43.66,961
2022,289,334,2.2,525,29.9,16,43.12,961
2022,180,289,3.1,385,28.6,15,43.48,961
2022,47,196,4,213,26.9,13.4,43.33,962
2022,1,62,3.8,63,24.9,11.3,42.44,963
2022,0,0,3.2,0,23.4,9.4,41.09,964
2022,0,0,2.9,0,22.4,8.3,40.49,965
2022,0,0,2.8,0,21.7,7.8,40.8,966
2022,0,0,3.3,0,21.3,6.8,39.09,967
2022,0,0,3.4,0,20.7,5.8,37.9,967
2022,0,0,3.5,0,20,5.1,37.53,967
2022,0,0,3.3,0,19.1,4.5,38.23,967
2022,0,0,3.2,0,18.4,4.2,38.9,967
2022,0,0,3.4,0,17.9,3.7,38.94,968
2022,0,0,3.2,0,17.3,3.3,39.39,968
2022,0,0,3.2,0,16.8,3.2,40.15,968
2022,0,0,2.8,0,16,3.4,42.79,968
2022,0,0,2.6,0,15.5,3.6,44.95,969
2022,0,18,3.3,18,16.3,3.7,43.16,970
2022,1,80,4.4,80,17.7,3.6,39.02,970
2022,16,196,4.8,203,19.2,3.4,35.05,971
2022,191,330,4.8,446,20.8,3.1,31.16,970
2022,8,307,4.5,312,22.2,2.7,27.85,970
2022,856,109,4.1,752,23.2,2.4,25.51,969
2022,119,401,3.7,488,23.8,2.1,24.14,967
2022,21,303,3.2,316,23.8,1.9,23.8,966
2022,33,256,2.9,273,23.3,1.8,24.3,965
2022,632,81,2.4,309,22.3,1.9,25.99,965
2022,11,77,1,79,19.4,4.5,37.43,965
2022,0,0,0.8,0,17.6,5,43.47,966
2022,0,0,0.8,0,17.3,5.3,45.05,966
2022,0,0,0.7,0,17.2,5.1,44.79,966
2022,0,0,0.7,0,16.9,4.9,45.14,966
2022,0,0,0.7,0,16.3,4.8,46.62,966
2022,0,0,0.8,0,16,4.7,46.95,966
2022,0,0,0.7,0,15.7,4.7,47.87,966
2022,0,0,0.7,0,15.5,4.8,48.81,965
2022,0,0,0.6,0,15.5,4.7,48.66,965
2022,0,0,0.4,0,15.6,4.3,46.94,964
2022,0,0,0.3,0,15.4,4.3,47.58,964
2022,0,0,0.5,0,14.8,4.3,49.28,964
2022,0,0,0.6,0,14.4,4.5,51.24,965
2022,121,21,1,28,16,4.9,47.55,965
2022,498,73,1.8,207,19,4.2,37.66,966
2022,679,95,2.8,406,22.2,5.3,33.32,966
2022,771,106,3.7,574,24.5,7.2,32.97,965
2022,854,93,4.4,697,26.4,9,33.47,964
2022,866,96,4.9,746,27.8,10.6,34.2,962
2022,858,96,5.1,726,28.5,11.6,35.19,961
2022,841,87,5.2,644,28.7,12.3,36.24,960
2022,790,78,5,500,28.4,12.6,37.79,959
2022,687,64,4.4,313,27.4,12.9,40.83,959
2022,453,40,2.9,111,24.9,13.4,48.7,960
2022,0,0,2,0,22.7,13.6,56.45,961
2022,0,0,1.7,0,21.8,13.8,60.5,962
2022,0,0,1.4,0,20.9,14,64.79,963
2022,0,0,1.3,0,20.2,14.2,68.44,963
2022,0,0,1.1,0,19.5,14.3,72.06,963
2022,0,0,1,0,19,14.4,74.48,963
2022,0,0,1,0,18.5,14.3,76.52,963
2022,0,0,1,0,18.2,14.2,77.33,963
2022,0,0,1,0,17.9,14,77.99,963
2022,0,0,1,0,17.6,13.8,78.63,962
2022,0,0,1,0,17.3,13.8,79.67,962
2022,0,0,1,0,17,13.7,81.15,962
2022,0,0,1,0,16.8,13.8,82.69,963
2022,183,20,1.9,30,18.9,14.1,73.81,964
2022,574,58,3,212,22,15.1,65.08,964
2022,725,78,4.3,410,25.2,16,56.86,964
2022,800,90,4.9,575,27.1,16.5,52.18,964
2022,844,94,5.4,690,28.4,16.6,48.96,963
2022,859,96,5.7,741,29.4,16.7,46.5,962
2022,856,95,5.8,724,29.9,16.8,45.19,961
2022,809,100,5.9,635,29.9,16.7,45.01,959
2022,760,88,5.8,494,29.5,16.6,45.88,958
2022,652,72,5.4,309,28.5,16.7,48.84,958
2022,406,44,4.5,108,26.8,16.8,54.36,958
2022,0,0,4,0,25.3,16.9,59.69,959
2022,0,0,3.9,0,24.7,16.9,61.88,959
2022,0,0,4,0,24.2,16.9,63.8,960
2022,0,0,4,0,23.5,16.9,66.46,960
2022,0,0,3.9,0,22.9,16.9,68.77,960
2022,0,0,3.9,0,22.4,16.9,70.94,960
2022,0,0,3.8,0,21.9,16.9,73.47,960
2022,0,0,3.5,0,21.4,17.1,76.55,960
2022,0,0,3.5,0,21,17.4,79.69,960
2022,0,0,3.3,0,20.6,17.6,83.16,959
2022,0,0,3.1,0,20.2,18,86.96,960
2022,0,0,3.1,0,19.9,18.2,89.9,960
2022,0,0,3.2,0,19.7,18.4,91.97,961
2022,1,21,3.8,22,20.8,18.5,86.7,961
2022,76,129,5,149,23.2,18.8,76.2,962
2022,83,208,6.1,245,25.9,18.8,64.98,962
2022,537,185,6.5,510,28,18.3,55.74,962
2022,837,101,6.7,692,29.4,17.8,49.56,961
2022,854,103,6.6,743,30.4,17.4,45.67,960
2022,848,101,6.3,725,30.9,17,43.25,959
2022,822,97,6.1,641,30.9,16.5,42.02,958
2022,335,218,5.8,397,30.4,16.2,42.27,957
2022,51,160,5.2,179,29.3,16,44.7,957
2022,37,76,4.2,82,27.4,16.3,50.65,957
2022,0,0,3.8,0,25.9,16.6,56.4,958
2022,0,0,3.9,0,25.3,16.8,59.46,958
2022,0,0,3.9,0,24.8,17.1,62.38,959
2022,0,0,3.7,0,24.3,17.3,65.17,959
2022,0,0,3.4,0,23.8,17.5,67.84,960
2022,0,0,3.1,0,23.3,17.6,70.27,960
2022,0,0,3,0,22.9,17.6,72.29,960
2022,0,0,2.8,0,22.4,17.7,74.85,960
2022,0,0,2.4,0,21.8,17.8,78.07,959
2022,0,0,2,0,21.1,18,82.27,959
2022,0,0,1.5,0,20.4,18.1,86.72,959
2022,0,0,1.2,0,19.7,18.3,91.39,960
2022,0,0,1.1,0,19.4,18.4,94.01,961
2022,0,15,2.4,15,21.3,18.6,84.69,962
2022,0,49,3.4,49,23.7,18.9,74.4,962
2022,25,218,4.4,230,26,19,65.44,963
2022,49,291,5.1,321,27.8,18.7,57.69,962
2022,784,121,5.3,674,29.2,18.4,52.05,962
2022,816,117,5.5,729,30.1,18.1,48.58,961
2022,812,115,5.5,712,30.6,17.9,46.54,959
2022,770,116,5.4,625,30.6,17.7,45.99,958
2022,712,102,5.2,484,30.2,17.4,46.42,958
2022,603,81,4.8,301,29.3,17.3,48.51,957
2022,43,76,3.9,83,27.5,17.4,54.16,958
2022,0,0,3.5,0,26.1,17.6,59.36,958
2022,0,0,3.6,0,25.5,17.7,62.15,958
2022,0,0,3.6,0,25,17.9,64.89,959
2022,0,0,3.4,0,24.5,18.2,67.76,959
2022,0,0,3.1,0,24,18.4,70.88,960
2022,0,0,2.8,0,23.4,18.6,74.49,960
2022,0,0,2.5,0,22.9,18.8,77.61,960
2022,0,0,2.6,0,22.7,18.9,79.31,960
2022,0,0,2.5,0,22.5,19.1,80.89,960
2022,0,0,2.6,0,22.2,19.2,82.9,960
2022,0,0,2.5,0,21.9,19.3,85,961
2022,0,0,2.2,0,21.4,19.4,88.24,961
2022,0,0,2.1,0,21.1,19.5,90.63,962
2022,0,13,3,13,22.2,19.6,85.48,963
2022,0,7,4,7,24.4,19.8,75.35,964
2022,705,82,4.8,403,26.6,19.6,65.41,964
2022,785,94,5.1,569,28.3,19.1,57.54,964
2022,0,153,5.1,153,29.5,18.8,52.54,963
2022,6,314,5.1,319,30.3,18.6,49.59,962
2022,795,122,5,707,30.8,18.4,47.57,961
2022,777,111,4.9,626,30.8,18.1,46.81,960
2022,724,99,4.7,487,30.4,17.9,47.3,959
2022,615,79,4.3,304,29.4,17.8,49.79,959
2022,374,47,2.9,107,27.6,17.9,55.69,960
2022,0,0,2.3,0,26,18,61.38,960
2022,0,0,2.4,0,25.3,18,63.93,961
2022,0,0,2.4,0,24.7,18,66.16,962
2022,0,0,2.2,0,24.1,17.9,68.38,962
2022,0,0,1.9,0,23.4,17.9,71.09,962
2022,0,0,1.6,0,22.7,17.8,73.81,962
2022,0,0,1.7,0,22.2,17.6,75.23,962
2022,0,0,2,0,22.1,17.3,74.25,962
2022,0,0,2.1,0,22,17,73.39,962
2022,0,0,2.1,0,21.9,16.8,73.01,962
2022,0,0,2.3,0,21.6,16.8,74.01,962
2022,0,0,2.3,0,21.4,16.8,75.18,963
2022,0,0,2.2,0,21,16.9,77.58,963
2022,0,14,2.8,14,22.1,17.1,73.43,964
2022,567,60,3.5,210,24.5,17.3,64.06,965
2022,726,80,4.2,410,26.8,17.2,55.58,965
2022,801,92,4.5,576,28.7,17.1,49.46,965
2022,817,110,4.5,686,30.1,17.1,45.57,964
2022,835,111,4.4,738,31.1,17.1,43.16,963
2022,0,198,4.3,198,31.6,17.1,42.02,962
2022,396,301,4.1,564,31.6,17.1,41.88,961
2022,757,91,3.8,497,31.2,17,42.65,961
2022,655,72,3.3,312,30.2,17,45.17,961
2022,419,43,1.7,112,27.6,17.4,53.9,961
2022,0,0,1.2,0,25.6,17.3,59.99,962
2022,0,0,1.2,0,24.6,17,62.8,963
2022,0,0,1.1,0,23.8,16.8,65,964
2022,0,0,1,0,23.1,16.7,67.12,965
2022,0,0,0.9,0,22.4,16.6,69.6,965
2022,0,0,0.9,0,21.8,16.5,71.93,965
2022,0,0,0.8,0,21.4,16.5,73.67,965
2022,0,0,0.8,0,21.1,16.6,75.43,965
2022,0,0,0.8,0,20.8,16.7,77.63,965
2022,0,0,0.8,0,20.5,16.9,80.03,965
2022,0,0,0.9,0,19.8,17.1,84.51,966
2022,0,0,1,0,19,17.2,89.37,967
2022,0,0,1.9,0,18.6,17.2,91.4,968
2022,130,19,3.6,26,19.9,16.8,82.42,970
2022,498,71,4.9,203,21.6,15.6,68.83,971
2022,657,102,5.2,400,23.1,14.8,59.4,971
2022,739,120,5.1,567,24.6,14.3,52.72,971
2022,786,127,4.8,682,25.9,13.9,47.4,971
2022,805,130,4.5,735,26.8,13.4,43.56,970
2022,201,408,4.3,556,27.2,13,41.4,969
2022,145,369,4,466,27,12.6,40.96,968
2022,748,99,3.7,501,26.4,12.3,41.69,968
2022,86,200,3.3,231,25.3,12.1,43.88,967
2022,0,62,1.9,62,22.8,12.3,51.5,968
2022,0,0,1.4,0,20.7,12.3,58.45,968
2022,0,0,1.6,0,19.8,12,60.65,968
2022,0,0,1.9,0,18.9,11.7,62.9,969
2022,0,0,2.1,0,18.2,11.4,64.35,969
2022,0,0,2.3,0,17.6,11.1,65.78,969
2022,0,0,2.4,0,17.1,11,67.32,969
2022,0,0,2.4,0,16.5,10.9,69.65,969
2022,0,0,2.4,0,16.1,10.9,71.21,968
2022,0,0,2.4,0,15.7,10.8,72.77,968
2022,0,0,2.5,0,15.3,10.7,74.16,968
2022,0,0,2.4,0,14.9,10.6,75.45,968
2022,0,0,2.4,0,14.5,10.5,76.84,969
2022,0,0,2.3,0,14.1,10.4,78.31,969
2022,86,19,2.9,23,14.8,10.3,74.35,970
2022,449,82,3.4,200,16.7,10.2,65.43,970
2022,627,114,3,398,18.8,10.6,59.02,970
2022,722,130,2.4,567,20.8,11.2,54.25,970
2022,849,103,1.8,702,22.6,11.7,50.21,969
2022,868,103,1.5,755,24.2,12,46.35,967
2022,869,101,1.7,741,25.3,12,43.54,966
2022,850,94,2.1,659,25.9,11.9,41.75,964
2022,802,84,2.4,516,25.8,11.8,41.59,963
2022,706,68,2.3,328,25.1,11.7,43.03,963
2022,472,42,1.1,120,22.3,12.4,53.44,963
2022,0,0,0.9,0,20.4,12,58.46,963
2022,0,0,0.9,0,19.6,11.8,60.81,964
2022,0,0,0.9,0,19,11.7,62.55,964
2022,0,0,1,0,18.3,11.6,64.87,964
2022,0,0,1,0,17.8,11.5,66.55,964
2022,0,0,1,0,17.4,11.4,67.79,964
2022,0,0,1,0,17.1,11.3,68.5,963
2022,0,0,0.9,0,16.8,11.2,69.51,963
2022,0,0,0.9,0,16.5,11.1,70.62,963
2022,0,0,0.9,0,16.1,11.1,72.25,963
2022,0,0,0.9,0,15.8,11.1,73.47,963
2022,0,0,0.9,0,15.5,11.1,74.86,963
2022,0,0,0.8,0,15.1,11.1,76.99,964
2022,166,18,1,27,17.1,11.4,69.2,964
2022,573,62,1.9,213,20.5,11.6,56.55,965
2022,737,83,3.2,418,24.2,12,46.35,965
2022,820,95,4.2,590,26.8,12,39.79,965
2022,885,90,4.6,716,28.3,11.7,35.79,964
2022,904,91,4.7,770,29.4,11.4,32.92,963
2022,902,89,4.8,755,30,11.1,31.1,961
2022,864,93,4.8,668,30.1,10.8,30.41,960
2022,813,84,4.7,522,29.7,10.6,30.66,959
2022,708,69,4.1,330,28.5,10.6,32.83,959
2022,469,43,2.6,121,25.3,11.2,41.13,959
2022,0,0,2.5,0,23.2,11.1,46.49,959
2022,0,0,2.6,0,22.5,11.1,48.41,960
2022,0,0,2.7,0,21.7,11.1,50.86,960
2022,0,0,2.5,0,21,11.2,53.34,960
2022,0,0,2.4,0,20.2,11.2,56.34,961
2022,0,0,2.3,0,19.5,11.2,58.74,960
2022,0,0,2.1,0,18.7,11.2,61.55,960
2022,0,0,1.8,0,18.1,11.1,63.8,960
2022,0,0,1.6,0,17.5,11.1,66.21,960
2022,0,0,1.5,0,17.1,11.2,68.08,960
2022,0,0,1.4,0,16.6,11.3,70.74,960
2022,0,0,1.3,0,16.3,11.4,72.99,961
2022,0,0,1.2,0,16,11.6,75.33,962
2022,0,14,1.9,14,18.1,12,67.34,963
2022,0,44,2.9,44,21.3,12.4,56.84,964
2022,0,88,4,88,24.7,12.7,47.06,965
2022,0,134,4.5,134,27.6,12.5,39.16,965
2022,0,160,4.2,160,29.3,12.6,35.69,965
2022,0,163,3.4,163,30.4,12.9,34.18,964
2022,1,257,2.3,257,31,13.1,33.6,964
2022,113,380,1.2,454,31,13.3,33.94,963
2022,615,140,0.9,472,30.5,13.4,35.14,963
2022,473,115,1.3,290,29.2,13.8,38.89,964
2022,227,61,1.4,98,26.3,14.7,48.73,964
2022,0,0,2.1,0,24.2,13.6,51.62,966
2022,0,0,3,0,23.1,12.7,51.96,967
2022,0,0,3.3,0,22,11.6,51.74,968
2022,0,0,3.1,0,20.9,11,53.03,969
2022,0,0,2.8,0,20,10.8,55.39,969
2022,0,0,2.6,0,19.2,10.7,57.8,969
2022,0,0,2.5,0,18.4,10.5,60.09,969
2022,0,0,2.2,0,17.6,10.3,62.23,969
2022,0,0,1.9,0,16.9,10.1,64.13,968
2022,0,0,1.5,0,16.2,10,66.51,968
2022,0,0,1.2,0,15.6,9.9,68.78,968
2022,0,0,1.1,0,15.2,9.8,70.39,968
2022,0,0,1,0,14.9,9.8,71.7,968
2022,69,17,1.9,21,16.3,9.9,65.62,969
2022,425,82,2.5,194,18.9,9.4,53.93,969
2022,615,113,2,392,21.4,9.5,46.48,970
2022,720,127,1.4,563,23.6,9.8,41.67,969
2022,858,95,1.3,702,25.5,10.4,38.66,968
2022,875,98,1.9,757,27.1,11.1,36.73,967
2022,868,98,2.4,740,28.1,11.2,35.06,965
2022,823,103,2.6,652,28.4,11.2,34.35,964
2022,768,94,2.7,510,28.1,11,34.49,963
2022,660,77,2.6,322,27.1,10.9,36.36,963
2022,418,46,1.2,117,23.7,11.9,47.71,963
2022,0,0,1.1,0,21.5,11.5,52.93,963
2022,0,0,1.1,0,20.6,11.3,55.11,963
2022,0,0,1,0,19.9,11.1,57.03,964
2022,0,0,1,0,19.2,11,59.16,964
2022,0,0,1,0,18.6,11,61.25,964
2022,0,0,1.1,0,18,11,63.51,963
2022,0,0,1.1,0,17.5,11,65.61,963
2022,0,0,1.1,0,17.1,11,67.35,962
2022,0,0,1.2,0,16.8,11,68.73,962
2022,0,0,1.2,0,16.4,11,70.56,961
2022,0,0,1.2,0,16.2,11.1,71.73,961
2022,0,0,1.2,0,15.9,11.2,73.57,962
2022,0,0,1.2,0,15.7,11.3,74.96,962
2022,175,18,1.9,26,18.1,11.5,65.56,963
2022,584,59,2.9,213,21.5,11.8,53.97,963
2022,746,79,4.3,417,25,12,44.31,964
2022,824,90,5,589,27.5,12,38.19,963
2022,832,110,5.1,698,28.9,12.1,35.38,963
2022,843,115,5.1,751,29.9,12.2,33.68,962
2022,831,116,4.9,731,30.5,12.3,32.73,961
