,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
108,1022.768,971.692,940.767,920.812,937.679,987.841,1084.429,1148.133,1185.233,1218.254,1243.367,1283.089,1236.614,1242.398,1283.963,1299.518,1281.73,1247.05,1357.153,1443.722,1417.583,1351.609,1235.905,1117.629
109,1027.345,950.063,924.931,914.782,932.902,990.104,1073.239,1115.805,1172.185,1242.294,1267.164,1297.644,1249.165,1266.968,1316.927,1336.544,1321.308,1282.647,1378.148,1457.073,1424.751,1355.615,1237.661,1109.319
110,1017.343,958.779,928.318,912.912,930.857,973.369,1044.836,1101.026,1166.567,1237.297,1270.827,1303.393,1263.868,1270.942,1327.326,1354.545,1330.721,1281.709,1390.013,1469.374,1435.757,1361.194,1257.833,1132.476
111,1043.019,978.504,943.101,928.124,941.222,971.686,970.707,1011.485,1110.595,1175.878,1217.214,1236.854,1214.882,1208.013,1217.995,1216.367,1209.459,1193.434,1334.217,1423.546,1390.548,1321.976,1221.442,1112.671
112,1024.913,956.886,920.737,892.47,880.263,885.482,853.456,841.156,905.297,956.087,988.271,1016.692,1022.911,1033.902,1050.912,1072.785,1084.39,1097.463,1267.718,1367.41,1352.475,1290.329,1184.923,1063.466
113,969.389,906.444,870.094,856.671,878.317,928.485,1033.332,1102.066,1172.634,1252.251,1292.121,1338.011,1306.624,1318.889,1366.364,1388.761,1361.682,1326.033,1431.603,1505.941,1477.617,1409.502,1286.18,1166.882
114,1069.055,1003.079,969.312,952.085,955.503,983.987,1059.558,1105.698,1173.977,1238.184,1264.137,1277.942,1233.23,1258.957,1307.414,1330.018,1314.721,1285.386,1402.951,1476.018,1443.267,1370.015,1247.308,1131.683
115,1042.725,985.544,953.165,939.833,944.445,983.035,1068.529,1115.373,1176.546,1233.037,1263.435,1302.216,1270.737,1299.686,1351.099,1382.003,1368.956,1321.442,1424.777,1496.194,1465.078,1398.483,1278.348,1160.602
116,1063.494,1003.962,969.411,950.182,953.211,988.073,1058.123,1117.49,1187.176,1252.818,1284.778,1303.967,1265.839,1280.922,1321.15,1333.703,1324.678,1278.551,1402.115,1476.138,1450.579,1382.899,1261.575,1137.442
117,1041.182,983.944,949.769,929.498,935.075,973.804,1058.792,1113.802,1185.529,1249.643,1292.458,1335.239,1294.688,1314.24,1379.256,1400.529,1368.374,1324.547,1439.693,1503.281,1466.896,1398.725,1296.254,1177.997
118,1084.818,1022.177,986.833,962.844,971.142,996.438,1003.309,1039.756,1131.05,1209.069,1252.514,1279.95,1250.21,1249.768,1253.497,1269.376,1252.979,1229.444,1385.756,1453.484,1417.071,1356.872,1266.072,1158.263
119,1071.419,1009.227,962.567,928.785,913.022,912.744,875.306,869.017,934.357,987.418,1024.304,1049.361,1053.032,1052.798,1069.718,1088.162,1090.302,1094.909,1267.592,1351.762,1332.283,1276.842,1184.152,1083.77
120,993.078,931.823,888.851,859.952,846.991,855.157,827.758,813.723,881.848,942.74,987.415,1020.71,1020.936,1004.513,988.655,997.616,1010.935,1031.996,1216.511,1307.93,1288.159,1224.64,1120.753,1015.087
121,926.045,860.087,828.129,812.035,821.328,864.584,956.615,1022.911,1070.915,1136.507,1170.546,1191.002,1155.961,1153.297,1174.778,1196.077,1189.496,1171.114,1304.118,1358.435,1333.636,1264.184,1148.751,1049.871
122,961.288,907.766,883.093,874.015,897.812,936.248,1015.49,1072.712,1132.99,1174.156,1190.004,1209.427,1163.317,1170.2,1199.316,1221.004,1197.255,1192.694,1325.119,1380.066,1356.02,1286.254,1171.243,1065.233
123,977.131,923.576,901.23,892.314,908.948,948.131,1035.943,1090.518,1140.268,1183.991,1204.342,1210.868,1162.716,1168.129,1210.005,1216.304,1210.926,1204.165,1332.435,1378.563,1352.231,1284.82,1169.414,1049.408
124,958.285,912.997,881.524,874.806,888.483,931.805,1018.128,1080.433,1144.065,1197.785,1228.241,1231.799,1178.785,1179.745,1211.317,1220.118,1203.57,1223.252,1359.395,1368.299,1331.714,1262.996,1160.446,1047.958
125,962.827,911.768,878.816,864.483,875.15,897.682,927.349,952.902,1053.782,1112.869,1139.888,1146.192,1107.141,1093.472,1088.921,1084.503,1085.267,1102.406,1268.897,1307.06,1276.388,1208.087,1118.96,1020.8
126,942.962,888.936,853.847,829.326,821.567,824.927,810.371,796.075,858.252,903.533,936.917,960.463,964.317,958.562,963.377,981.617,1001.334,1052.553,1239.37,1295.722,1276.048,1213.047,1104.8,985.993
127,897.001,839.686,812.202,797.238,798.464,837.775,956.678,1041.708,1084.372,1141.543,1174.797,1197.043,1161.74,1153.086,1175.756,1191.097,1193.52,1216.596,1353.942,1384.272,1356.716,1291.167,1176.053,1060.494
128,982.736,913.872,896.104,885.46,889.824,928.397,1008.999,1063.315,1127.935,1182.109,1203.833,1216.476,1168.957,1190.396,1228.395,1240.406,1232.783,1240.888,1373.566,1412.57,1380.029,1309.642,1188.814,1073.571
129,985.144,931.086,903.683,891.038,908.373,948.335,1035.202,1099.595,1155.319,1212.598,1239.304,1255.656,1219.117,1221.901,1251.153,1276.326,1255.074,1232.954,1378.633,1410.992,1384.31,1318.914,1201.75,1082.8
130,1000.111,941.273,915.186,901.71,917.149,963.695,1046.426,1115.885,1168.144,1226.657,1260.934,1281.621,1242.004,1253.243,1303.135,1331.487,1309.09,1270.301,1419.062,1452.021,1421.315,1352.978,1232.84,1103.615
131,1008.637,946.571,918.178,902.479,919.64,960.686,1045.669,1112.6,1178.606,1212.018,1246.8,1278.8,1238.128,1245.591,1294.478,1304.269,1281.914,1268.119,1417.877,1437.459,1393.116,1325.552,1213.049,1080.287
132,1001.822,948.461,914.024,897.972,908.648,936.715,958.862,989.65,1086.927,1160.702,1181.908,1191.565,1159.456,1148.8,1159.822,1163.9,1151.63,1138.794,1314.75,1356.839,1320.33,1252.826,1153.388,1048.164
133,966.752,910.318,875.574,844.073,835.835,841.261,811.61,803.289,868.628,918.688,942.446,976.744,989.191,997.547,1019.255,1047.89,1062.786,1080.734,1275.686,1336.062,1313.838,1249.243,1138.262,1018.758
134,922.405,858.672,833.768,819.776,823.556,868.086,961.118,1066.257,1114.497,1188.618,1242.897,1284.197,1254.925,1262.613,1306.322,1325.053,1315.216,1293.433,1419.541,1460.78,1427.93,1356.451,1230.347,1111.171
135,1019.208,961.176,932.583,917.203,920.19,953.432,1012.529,1096.36,1168.521,1246.565,1289.721,1320.727,1280.02,1295.056,1351.734,1372.105,1355.673,1313.032,1437.522,1477.075,1445.159,1369.95,1245.381,1128.736
136,1027.75,969.402,936.038,924.855,922.891,962.758,1043.018,1130.458,1190.223,1257.606,1302.202,1335.114,1287.391,1293.983,1348.764,1368.368,1349.667,1309.755,1434.987,1476.177,1443.28,1373.255,1250.767,1133.684
137,1040.387,984.478,950.705,939.778,952.358,995.704,1074.283,1144.631,1204.448,1258.918,1290.073,1309.631,1258.236,1275.828,1328.608,1342.001,1313.644,1288.185,1427.509,1465.643,1430.38,1367.601,1252.67,1118.53
138,1016.44,950.884,915.964,900.127,916.945,950.661,1036.139,1119.351,1178.334,1234.14,1262.786,1285.626,1233.579,1240.798,1282.844,1305.679,1276.035,1262.408,1413.041,1443.672,1405.339,1331.035,1224.133,1111.562
139,1029.239,964.167,929.914,907.839,915.475,949.603,962.595,985.48,1078.555,1137.633,1171.43,1193.137,1153.152,1124.71,1124.108,1116.874,1106.32,1135.736,1308.78,1339.155,1296.347,1242.603,1152.694,1048.964
140,968.29,908.381,870.685,845.356,836.504,839.582,830.035,808.72,872.844,923.444,955.684,984.262,994.828,993.02,1010.738,1041.661,1056.579,1088.698,1288.022,1344.102,1323.521,1264.476,1159.702,1034.671
141,943.719,879.631,842.601,828.689,845.333,889.206,984.28,1090.542,1140.35,1210.175,1263.968,1314.339,1287.156,1296.845,1327.562,1342.733,1317.862,1290.449,1442.766,1473.112,1438.383,1375.89,1258.413,1129.649
142,1027.209,971.994,938.625,921.546,939.66,978.207,1058.996,1125.518,1190.366,1264.675,1303.486,1339.839,1293.357,1316.32,1359.485,1381.599,1358.815,1317.391,1454.964,1479.658,1451.098,1387.708,1269.359,1151.708
143,1056.634,993.545,964.089,953.537,970.401,1006.612,1092.902,1178.441,1241.005,1307.522,1352.544,1390.439,1345.221,1357.15,1403.44,1421.894,1392.086,1346.744,1476.354,1499.363,1472.955,1411.409,1294.072,1171.072
144,1079.77,1015.354,976.689,962.12,972.919,1011.357,1091.23,1167.527,1240.188,1299.038,1342.839,1373.882,1321.034,1339.042,1395.248,1425.683,1399.899,1349.42,1486.417,1515.591,1479.341,1414.702,1307.631,1198.623
145,1098.755,1024.718,975.592,967.22,983.732,1025.2,1106.819,1189.168,1269.738,1325.613,1353.732,1377.71,1331.642,1375.476,1411.448,1425.271,1390.822,1337.55,1476.182,1489.949,1448.227,1381.887,1287.492,1180.597
146,1088.024,1017.734,979.204,960.311,970.074,989.506,1011.41,1028.285,1127.953,1205.343,1231.007,1265.377,1233.018,1198.166,1178.222,1175.612,1164.795,1186.515,1327.958,1369.445,1330.967,1269.341,1183.519,1080.788
147,997.775,938.423,901.299,875.152,859.852,858.76,857.436,811.841,858.977,900.922,926.016,940.313,933.119,922.488,925.502,937.61,952.474,1007.107,1212.431,1256.101,1231.742,1171.579,1070.182,967.888
148,898.13,850.194,822.017,809.52,830.241,870.564,974.005,1068.622,1112.524,1160.212,1193.546,1223.53,1186.162,1180.058,1198.946,1207.764,1198.043,1198.45,1338.118,1368.147,1338.916,1267.409,1153.689,1041.978
149,959.153,917.739,892.206,882.472,906.971,940.679,1018.757,1082.764,1132.491,1177.84,1211.483,1234.358,1180.368,1192.735,1231.613,1241.373,1223.578,1225.539,1363.546,1399.713,1369.47,1303.514,1184.236,1064.443
150,982.515,935.001,905.058,895.17,907.842,954.702,1035.823,1100.1,1162.147,1215.293,1241.17,1253.722,1204.74,1209.932,1236.982,1251.872,1241.678,1236.55,1377.977,1418.271,1392.249,1322.397,1206.089,1074.539
151,979.06,924.801,892.208,880.16,898.088,933.241,1018.426,1100.345,1151.482,1203.891,1240.792,1260.73,1206.82,1217.683,1260.41,1276.037,1257.297,1238.259,1393.568,1424.804,1393.613,1329.416,1216.583,1086.596
152,991.653,931.784,902.538,888.582,901.989,932.469,1016.982,1083.78,1139.764,1190.318,1228.493,1242.897,1204.46,1219.587,1271.273,1288.729,1264.302,1241.024,1393.037,1426.332,1382.563,1315.259,1218.074,1102.222
153,1012.319,956.971,915.982,897.931,909.761,931.702,949.61,969.723,1068.461,1147.266,1187.413,1207.905,1181.122,1164.268,1169.855,1179.295,1158.655,1160.638,1336.262,1377.871,1339.318,1272.793,1182.037,1076.595
154,985.936,924.943,887.065,859.033,845.408,846.603,823.899,799.933,860.841,914.335,954.747,983.799,996.762,1006.264,1027.969,1050.14,1065.78,1102.436,1303.182,1354.512,1335.078,1273.068,1172.784,1048.95
155,959.507,899.577,862.59,849.698,867.898,900.382,999.358,1098.544,1153.629,1217.671,1256.059,1290.473,1265.811,1263.27,1304.565,1323.237,1292.843,1264.483,1417.156,1449.722,1416.963,1342.004,1228.986,1102.599
156,1004.571,944.499,913.439,900.241,915.888,944.461,1005.699,1064.165,1175.075,1256.898,1302.689,1332.63,1290.526,1313.318,1360.648,1371.435,1340.866,1311.968,1463.313,1490.056,1451.978,1376.549,1257.971,1132.284
157,1021.533,953.317,916.329,900.518,917.923,952.994,1040.84,1121.496,1197.225,1267.227,1305.241,1328.977,1289.445,1299.326,1341.398,1364.52,1329.123,1297.147,1452.107,1477.301,1437.515,1358.71,1251.433,1133.531
158,1031.357,959.818,920.435,897.093,905.404,919.615,921.941,907.506,986.009,1051.753,1095.571,1122.902,1119.022,1120.37,1135.672,1147.146,1131.892,1144.686,1343.72,1403.869,1381.833,1320.964,1207.965,1088.537
159,993.397,934.828,894.505,878.286,892.536,929.346,1013.134,1090.613,1187.45,1273.158,1313.932,1348.477,1308.156,1319.324,1363.773,1379.102,1347.655,1311.922,1460.192,1489.452,1450.697,1382.693,1274.299,1156.342
160,1062.413,999.789,955.883,931.749,939.267,956.186,981.553,997.447,1107.262,1195.112,1231.851,1245.626,1216.28,1209.263,1215.977,1225.237,1211.392,1199.122,1378.187,1414.124,1372.9,1304.235,1206.366,1095.46
161,1005.943,939.617,899.128,873.896,863.535,867.858,867.138,829.826,871.655,915.931,944.669,955.695,949.09,943.786,949.922,970.501,992.27,1040.531,1228.148,1280.789,1259.128,1191.311,1083.064,972.05
162,889.318,832.269,802.41,789.449,804.435,851.144,955.768,1053.284,1096.744,1153.916,1186.94,1214.045,1175.728,1171.351,1198.068,1210.024,1195.624,1192.325,1339.813,1381.237,1350.956,1280.541,1165.651,1054.191
163,960.324,919.565,887.962,874.887,895.932,928.606,1017.724,1091.097,1156.369,1214.868,1243.251,1255.91,1198.122,1206.91,1233.356,1241.113,1219.549,1216.326,1369.834,1410.293,1387.926,1321.689,1199.502,1082.587
164,994.483,942.702,909.432,881.819,899.437,938.652,1028.49,1092.64,1162.439,1220.811,1245.984,1252.027,1193.762,1190.119,1232.539,1241.566,1231.805,1220.966,1371.01,1414.398,1387.475,1321.831,1209.037,1087.509
165,990.804,932.101,901.128,891.026,907.954,940.087,1017.089,1085.383,1156.331,1202.65,1223.825,1237.685,1182.963,1185.045,1221.937,1237.303,1216.374,1201.509,1360.144,1407.405,1383.284,1320.123,1203.912,1082.009
166,994.621,939.656,903.571,892.025,901.965,942.115,1009.68,1078.269,1143.278,1180.54,1205.386,1219.159,1168.305,1170.714,1199.069,1220.305,1193.476,1176.883,1338.959,1381.253,1350.938,1283.84,1178.258,1063.966
167,972.126,912.689,877.223,861.888,881.587,902.114,931.209,939.339,1030.298,1093.629,1114.676,1120.128,1082.182,1064.57,1068.556,1074.382,1062.54,1079.973,1269.151,1315.609,1284.579,1225.457,1123.89,1017.302
168,931.473,876.549,839.456,816.575,810.422,815.546,802.471,776.785,840.266,884.408,913.177,929.325,925.403,920.221,933.668,958.293,976.648,1011.585,1225.455,1288.184,1269.501,1206.709,1101.038,981.534
169,890.502,833.948,804.534,787.249,792.415,827.938,915.698,1023.534,1092.115,1143.159,1180.59,1221.237,1185.669,1178.697,1208.635,1226.257,1218.618,1204.39,1366.368,1413.414,1388.113,1322.632,1200.697,1078.824
170,985.486,932.282,900.949,885.812,882.44,915.607,987.806,1064.209,1141.25,1194.97,1207.354,1218.951,1173.491,1186.055,1228.065,1242.449,1235.821,1223.136,1372.181,1411.684,1379.048,1312.418,1197.901,1087.356
171,999.697,936.452,910.735,883.319,880.305,903.583,907.306,892.261,979.749,1053.676,1099.771,1127.732,1116.109,1114.649,1133.332,1136.908,1138.937,1144.74,1335.155,1397.901,1375.705,1313.509,1190.885,1078.245
172,990.078,929.688,897.675,886.115,906.471,937.696,1023.943,1101.484,1179.343,1250.219,1292.995,1323.929,1286.045,1293.795,1340.119,1361.706,1331.336,1302.482,1442.907,1485.168,1453.861,1388.896,1268.85,1147.299
173,1054.348,986.47,949.055,930.42,947.545,979.645,1051.26,1117.708,1196.923,1275.447,1308.351,1344.246,1296.711,1310.262,1345.557,1355.736,1316.191,1280.007,1422.739,1449.624,1400.419,1334.469,1240.879,1137.629
174,1045.899,979.263,935.108,904.72,913.606,937.214,956.866,956.68,1060.177,1146.291,1186.344,1213.354,1193.148,1188.633,1197.516,1202.795,1178.527,1174.666,1352.551,1399.556,1362.923,1294.92,1194.228,1084.606
175,1002.732,941.059,900.725,873.653,858.229,860.175,854.173,817.993,880.743,950.206,993.03,1022.435,1033.41,1043.987,1063.619,1090.769,1103.67,1130.075,1323.376,1381.719,1362.75,1304.331,1191.261,1074.075
176,983.033,919.693,870.788,852.547,881.45,912.078,1004.395,1109.123,1189.553,1277.695,1323.57,1365.339,1335.786,1346.8,1386.378,1410.439,1372.444,1322.772,1466.23,1506.123,1475.752,1405.932,1287.199,1149.591
177,1055.416,1002.642,960.301,945.406,957.111,981.332,1051.129,1127.312,1219.927,1291.844,1336.435,1358.529,1309.807,1321.247,1358.526,1389.509,1359.131,1322.529,1464.075,1508.801,1473.572,1401.576,1284.953,1162.988
178,1062.964,1000.293,962.174,940.49,953.938,985.429,1072.738,1151.074,1226.308,1290.075,1330.502,1329.848,1268.067,1275.03,1308.346,1330.036,1298.132,1281.186,1419.745,1458.892,1421.849,1349.508,1233.881,1104.736
179,1010.793,956.796,914.063,905.452,926.52,961.988,1042.338,1116.983,1180.79,1231.41,1258.267,1286.547,1238.944,1249.645,1285.423,1312.042,1280.641,1238.94,1388.793,1439.535,1404.742,1339.081,1227.228,1104.508
180,1015.22,953.654,925.354,913.073,926.317,960.512,1035.479,1109.377,1178.153,1224.968,1270.842,1294.936,1257.677,1263.034,1309.686,1321.365,1289.879,1253.123,1393.173,1434,1398.47,1334.845,1218.477,1098.56
181,1002.892,939.755,901.961,890.989,898.724,921.86,950.87,961.073,1064.456,1148.263,1188.685,1210.544,1172.845,1156.077,1162.041,1160.861,1148.732,1147.992,1319.015,1373.435,1337.546,1274.533,1181.606,1075.201
182,987.32,924.434,886.078,856.797,849.41,855.497,846.471,810.867,870.642,920.816,944.673,965.333,966.778,955.597,962.18,982.779,1002.036,1028.711,1224.722,1297.723,1281.771,1227.235,1134.381,1030.428
183,949.873,890.5,855.661,840.154,842.887,879.939,953.791,1013.949,1124.826,1211.885,1259.402,1292.569,1255.193,1265.1,1307.279,1326.891,1311.764,1277.838,1400.742,1447.53,1410.829,1342.746,1229.947,1119.078
184,1030.285,971.289,943.044,925.672,922.148,952.261,1007.776,1053.029,1162.154,1257.731,1302.384,1329.343,1283.489,1296.074,1351.623,1365.265,1343.913,1308.995,1436.682,1477.897,1441.957,1372.529,1260.029,1143.832
185,1052.393,990.622,956.028,933.311,933.749,962.626,1025.734,1082.174,1191.889,1279.752,1333.763,1360.351,1309.09,1320.321,1374.394,1380.926,1353.488,1318.869,1444.964,1487.117,1452.518,1382.626,1277.05,1165.434
186,1067.798,1003.812,968.513,947.673,946.203,976.26,1028.976,1070.665,1184.545,1268.351,1306.112,1332.498,1285.255,1295.676,1340.688,1363.531,1346.266,1300.34,1431.88,1473.391,1442.544,1383.31,1274.249,1168.669
187,1064.488,1006.845,966.504,955.332,963.14,990.784,1055.706,1099.146,1214.923,1291.703,1337.077,1363.394,1313.735,1328.332,1380.951,1397.912,1355.918,1312.568,1437.015,1475.276,1434.357,1375.882,1269.503,1161.918
188,1068.393,1005.06,968.449,950.293,959.594,978.426,1002.905,1003.957,1109.007,1190.194,1215.814,1225.162,1185.944,1165.912,1174.541,1174.315,1154.244,1155.394,1326.508,1392.731,1365.317,1306.925,1216.802,1117.397
189,1029.183,963.739,927.448,906.875,893.553,895.462,892.838,847.727,905.231,956.158,990.421,1009.239,1004.139,997.872,993.468,1005.499,1019.16,1042.568,1221.12,1305.514,1291.99,1241.259,1153.63,1054.718
190,983.731,918.417,883.817,882.956,894.466,924.657,989.645,1045.965,1165.774,1251.026,1294.045,1322.517,1274.969,1298.07,1346.935,1370.299,1341.59,1292.462,1412.625,1464.993,1431.635,1367.981,1260.519,1148.484
191,1048.463,993.699,962.663,949.011,959.89,986.132,1040.841,1088.566,1208.814,1294.743,1348.351,1371.899,1329.832,1341.843,1392.602,1410.985,1372.936,1312.708,1435.373,1486.337,1454.38,1390.755,1276.421,1152.31
192,1048.966,995.776,960.646,946.308,964.154,1000.352,1056.776,1112.038,1229.959,1329.416,1373.844,1398.942,1347.773,1366.233,1408.272,1436.472,1397.849,1333.021,1433.288,1482.183,1450.999,1389.77,1276.582,1151.255
193,1047.532,978.978,923.728,916.641,927.949,957.437,1014.576,1057.627,1153.135,1215.86,1242.643,1254.891,1193.838,1193.003,1227.429,1224.85,1200.276,1202.82,1337.169,1389.051,1359.86,1297.514,1188.323,1078.048
194,990.34,926.015,902.435,888.808,905.928,948.686,1019.975,1054.223,1150.538,1219.629,1245.069,1263.977,1208.113,1207.766,1243.379,1246.894,1228.211,1191.317,1333.964,1383.348,1348.92,1285.183,1180.896,1073.245
195,988.489,930.727,900.391,887.414,899.701,922.567,953.292,959.999,1055.33,1122.079,1151.056,1166.584,1132.715,1114.274,1110.022,1113.938,1098.674,1089.252,1249.517,1315.264,1287.693,1228.677,1137.488,1046.94
196,961.289,901.722,870.017,848.635,838.535,844.777,840.777,792.327,842.378,890.118,921.209,932.595,928.697,923.3,923.839,918.305,916.681,938.59,1132.336,1224.246,1212.354,1166.916,1079.391,978.959
197,901.688,854.789,826.603,810.443,806.443,832.755,878.842,901.533,1000.849,1079.362,1122.797,1147.615,1113.713,1123.188,1154.803,1162.281,1158.395,1163.765,1306.898,1360.146,1329.803,1262.052,1152.15,1047.121
198,972.514,919.851,893.751,881.697,881.521,910.472,985.946,1034.604,1137.726,1207.953,1234.622,1256.581,1198.745,1200.817,1241.934,1256.571,1243.589,1225.461,1340.309,1399.038,1367.995,1300.82,1183.955,1077.364
199,987.611,937.104,899.113,894.888,913.437,939.135,1011.455,1047.399,1153.948,1222.7,1258.722,1271.779,1207.748,1217.571,1252.398,1267.494,1240.138,1210.452,1346.867,1409.51,1375.858,1306.633,1194.555,1074.442
200,996.997,940.767,910.433,893.092,903.053,941.431,997.708,1049.998,1154.967,1225.09,1261.632,1285.595,1235.954,1249.59,1295.128,1314.351,1298.491,1255.177,1376.178,1442.148,1407.501,1341.674,1229.863,1112.555
201,1017.971,957.341,928.941,913.922,925.924,959.023,1013.655,1069.53,1179.75,1250.354,1288.663,1322.194,1276.445,1292.507,1351.713,1378.928,1346.506,1285.589,1405.422,1469.919,1427.413,1359.811,1257.418,1143.899
202,1050.635,983.077,937.616,921.794,927.38,953.75,977.766,989.374,1097.518,1183.321,1226.548,1257.349,1220.15,1204.913,1215.95,1222.3,1199.162,1184.217,1333.529,1410.152,1375.448,1312.446,1221.127,1114.395
203,1023.988,951.374,912.079,884.528,871.217,871.406,860.823,825.406,896.536,959.202,1002.849,1034.034,1037.941,1036.396,1057.864,1082.859,1097.315,1110.193,1276.278,1356.577,1344.217,1289.109,1190.194,1070.121
204,971.808,904.754,869.529,857.045,855.57,887.762,983.269,1076.828,1132.765,1185.582,1219.823,1262.575,1218.366,1216.446,1264.781,1297.294,1288.031,1268.63,1393.687,1461.329,1436.499,1377.988,1265.385,1129.109
205,1033.285,972.157,946.457,927.014,938.096,960.825,1033.949,1097.081,1164.845,1210.473,1235.581,1254.419,1199.124,1191.8,1238.021,1265.61,1254.889,1219.433,1353.851,1431.426,1401.049,1338.042,1219.62,1097.31
206,1000.611,950.54,925.732,913.279,930.507,962.702,1044.588,1115.702,1180.844,1237.615,1263.439,1280.653,1222.569,1233.681,1269.177,1288.969,1274.431,1240.925,1358.149,1428.313,1400.539,1339.217,1225.073,1108.697
207,1013.307,953.458,920.843,912.656,923.08,939.025,1024.074,1092.895,1173.984,1227.737,1248.97,1270.579,1204.217,1209.458,1238.132,1248.892,1231.757,1192.745,1330.484,1409.474,1386.063,1321.726,1210.224,1091.832
208,998.191,947.887,913.788,900.339,914.581,950.108,1035.067,1105.457,1176.166,1216.309,1253.598,1272.005,1222.444,1227.627,1269.979,1280.769,1260.127,1231.536,1359.105,1413.024,1378.073,1316.183,1206.234,1088.407
209,994.454,937.783,900.917,891.353,907.717,928.288,957.548,968.738,1072.865,1146.508,1176.47,1183.965,1149.56,1134.565,1135.309,1144.621,1133.401,1126.218,1281.345,1356.392,1323.816,1263.634,1166.551,1057.141
210,967.618,904.561,866.368,841.018,828.436,838.746,824.849,790.698,855.235,909.83,948.175,973.033,982.473,989.477,1005.078,1028.526,1046.105,1059.978,1229.855,1329.985,1315.448,1264.319,1163.146,1049.325
211,958.107,896.795,859.797,847.922,868.181,891.603,988.932,1097.205,1148.321,1219.062,1271.363,1325.754,1300.433,1299.268,1352.015,1380.405,1348.152,1287.506,1398.038,1472.472,1442.4,1374.971,1252.313,1116.709
212,1019.645,944.863,907.105,889.954,906.094,929.143,996.057,1075.722,1157.429,1238.677,1283.491,1316.953,1275.732,1303.051,1360.958,1380.28,1368.521,1298.33,1399.725,1480.352,1456.571,1396.909,1286.164,1146.711
213,1040.698,969.949,928.877,913.164,933.496,963.67,1041.807,1128.272,1204.115,1285.239,1332.449,1366.515,1324.099,1346.009,1402.055,1424.268,1396.509,1335.373,1433.636,1508.864,1482.904,1419.297,1297.821,1181.136
214,1066.75,985.632,947.394,931.946,947.678,972.775,1048.377,1121.567,1214.197,1293.773,1344.014,1379.412,1338.805,1372.772,1435.457,1456.454,1420.594,1363.641,1459.627,1526.893,1497.171,1435.633,1326.529,1193.422
215,1079.781,994.63,954.294,933.069,944.852,975.166,1052.102,1143.031,1230.512,1296.444,1326.917,1352.873,1304.401,1337.76,1392.179,1411.657,1381.449,1314.998,1414.027,1482.974,1446.575,1387.19,1283.814,1165.175
216,1062.849,995.575,953.008,931.827,937.169,959.305,970.919,977.615,1083.765,1161.49,1194.413,1223.715,1209.486,1209.793,1238.102,1241.449,1229.867,1204.572,1342.91,1419.705,1385.193,1326.896,1239.489,1131.042
217,1031.851,959.944,916.627,887.132,867.878,869.029,855.876,832.601,902.183,952.813,985.219,1012.841,1017.29,1015.752,1030.145,1043.933,1048.52,1046.794,1200.878,1308.335,1299.239,1253.786,1170.381,1075.489
218,982.523,914.743,868.59,843.666,833.119,836.337,826.576,811.223,886.653,957.209,1006.555,1043.04,1052.094,1066.475,1096.616,1118.601,1121.226,1131.284,1293.679,1396.18,1382.398,1327.997,1213.512,1090.274
219,964.875,909.166,875.431,857.143,868.525,895.779,995.231,1084.417,1148.561,1213.187,1248.279,1290.773,1260.179,1267.809,1320.251,1341.469,1324.018,1271.727,1375.061,1444.401,1421.94,1362.712,1249.905,1120.205
220,1012.016,954.26,925.369,906.441,914.047,953.118,1025.396,1098.086,1181.907,1257.972,1300.224,1329.091,1287.482,1317.83,1382.517,1408.097,1389.917,1328.412,1435.81,1525.558,1495.089,1426.869,1309.695,1171.711
221,1059.227,987.726,951.146,935.552,950.399,981.278,1061.203,1148.092,1234.071,1318.937,1357.981,1395.095,1353.784,1384.241,1448.962,1461.775,1442.03,1382.45,1479.479,1567.996,1539.789,1473.186,1361.309,1227.92
222,1118.69,1045.96,1007.183,987.587,995.362,1025.044,1092.642,1171.571,1269.928,1361.636,1409.669,1444.252,1403.385,1435.022,1484.768,1494.899,1460.093,1386.626,1485.194,1558.6,1525.158,1459.109,1353.05,1229.61
223,1124.36,1058.395,1012.89,989.669,981.419,988.827,1026.07,1052.65,1131.57,1199.084,1226.419,1231.768,1190.562,1165.809,1166.935,1162.898,1141.015,1131.218,1279.98,1345.84,1315.395,1247.594,1147.052,1041.066
224,961.226,903.901,867.008,848.768,857.897,863.006,864.108,833.98,877.37,923.814,962.1,975.882,968.061,964.226,964.839,977.113,980.854,994.722,1168.694,1275.239,1260.021,1203.074,1099.56,982.302
225,890.735,835.655,809.921,803.542,823.956,864.03,970.758,1039.658,1088.316,1142.301,1180.879,1221.151,1185.494,1182.321,1219.358,1244.407,1235.531,1209.046,1308.332,1401.071,1373.9,1309.577,1195.563,1077.792
226,993.14,929.885,897.592,893.575,914.315,946.87,1014.845,1068.058,1149.605,1226.507,1279.379,1315.096,1272.659,1302.975,1342.087,1373.893,1354.838,1291.271,1387.411,1485.058,1451.216,1382.155,1260.768,1138.179
227,1041.58,976.638,932.41,931.429,942.993,975.657,1054.541,1114.116,1202.791,1285.241,1321.651,1360.239,1323.975,1348.562,1399.685,1418.333,1384.429,1332.021,1412.369,1503.294,1473.76,1411.715,1293.577,1177.617
228,1070.245,1001.68,966.823,953.367,945.967,992.192,1070.159,1143.546,1237.133,1321.868,1366.439,1396.375,1360.613,1394.082,1446.496,1469.198,1442.172,1372.026,1454.632,1548.305,1521.528,1456.783,1337.588,1221.402
